date,Austria,Belgium,Bulgaria,Switzerland,Cyprus,Czech Republic,Germany,Denmark,Spain,Estonia,Finland,France,United Kingdom,Greece,Croatia,Hungary,Ireland,Iceland,Italy,Liechtenstein,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Norway,Poland,Portugal,Romania,Slovak Republic,Slovenia,Sweden
2005-01-01,362822.0,738580.0,290017.0,524222.0,61247.0,502831.0,3306136.0,414103.0,2484903.0,85539.0,381785.0,4015490.0,4634991.0,650242.0,196253.0,430561.0,454060.0,30785.0,2771247.0,2242.0,158105.0,35016.0,84369.0,29596.0,1277990.0,429652.0,2723661.0,752739.0,970295.0,242459.0,93156.0,658461.0
2006-01-01,355293.0,732808.0,273045.0,517056.0,59710.0,473269.0,3329349.0,415793.0,2501205.0,79589.0,372128.0,4051861.0,4517618.0,645324.0,194748.0,415858.0,461588.0,30421.0,2790254.0,2247.0,150422.0,35431.0,78796.0,28922.0,1277478.0,429680.0,2602020.0,750493.0,938095.0,235378.0,93274.0,626847.0
2007-01-01,347249.0,732411.0,267584.0,510804.0,57785.0,462820.0,3311285.0,415793.0,2555757.0,76026.0,364902.0,4105628.0,4409184.0,639083.0,190693.0,399250.0,475836.0,30084.0,2820150.0,2244.0,143814.0,35668.0,121345.0,27805.0,1280571.0,430747.0,2484820.0,753646.0,917829.0,230536.0,107848.0,601120.0
2008-01-01,337448.0,733052.0,262701.0,505382.0,56799.0,459899.0,3236158.0,410400.0,2625414.0,74629.0,357403.0,4139284.0,4465021.0,,182296.0,394246.0,486921.0,29945.0,2830056.0,2158.0,135719.0,35630.0,117129.0,26772.0,1285543.0,429585.0,2375205.0,754142.0,865175.0,224769.0,107295.0,584726.0
2009-01-01,331565.0,731603.0,261007.0,499435.0,55837.0,460486.0,3150822.0,406622.0,2684078.0,73563.0,351095.0,4152622.0,4416474.0,,174192.0,389510.0,498838.0,29860.0,2819193.0,2133.0,129496.0,,114236.0,24674.0,1290029.0,426769.0,2294369.0,743662.0,855707.0,217805.0,107104.0,573416.0
2010-01-01,328015.0,731761.0,260340.0,492508.0,54806.0,463357.0,3067521.0,403344.0,2720989.0,72955.0,347060.0,4159086.0,4421903.0,642639.0,167452.0,387969.0,506400.0,29568.0,2822146.0,2067.0,122458.0,35187.0,113691.0,24985.0,1294015.0,424052.0,2234937.0,733515.0,842238.0,212421.0,106883.0,576110.0
2011-01-01,326351.0,736062.0,255086.0,487436.0,54371.0,468273.0,2989678.0,470807.0,2772909.0,73054.0,345615.0,4171826.0,4419840.0,637020.0,162186.0,387262.0,511466.0,29432.0,2827564.0,2014.0,115581.0,35099.0,113668.0,24075.0,1291665.0,423333.0,2191659.0,720740.0,825962.0,209213.0,106946.0,578486.0
2012-01-01,326955.0,744331.0,252372.0,483466.0,54272.0,477413.0,2936751.0,470711.0,2816584.0,74249.0,347245.0,4155596.0,4523583.0,636713.0,159945.0,384834.0,518223.0,29387.0,2818734.0,1980.0,111389.0,35397.0,113410.0,23567.0,1277199.0,423351.0,2187172.0,703525.0,807047.0,209325.0,107965.0,602295.0
2013-01-01,327187.0,764137.0,253675.0,483707.0,54069.0,491828.0,2890468.0,469568.0,2934648.0,75644.0,348432.0,4171003.0,4622158.0,633534.0,160275.0,385466.0,527768.0,29578.0,2860957.0,,109028.0,35250.0,114091.0,23655.0,,424993.0,2160861.0,693045.0,,211407.0,109218.0,733412.0
2014-01-01,327246.83333,773568.0,258840.0,483900.0,53129.0,510613.0,2862690.0,467484.0,2960626.0,77215.0,351766.0,4188552.0,4509479.0,628753.0,160819.0,393020.0,536471.0,29892.0,2862666.0,1929.0,108115.0,35435.0,114623.0,24072.0,,425917.0,2152655.0,674038.0,,213766.0,111648.0,757164.0
2015-01-01,327816.83333,782606.0,261793.0,490469.0,53773.0,534932.0,2879394.0,468536.0,3010404.0,79594.0,355231.0,4255988.0,4621192.0,643762.0,162355.0,395549.0,544856.0,30422.0,2856247.0,1977.0,108038.0,35920.0,117303.0,24624.0,1208038.0,430864.0,,656727.0,947205.0,216266.0,115560.0,791893.0
2016-01-01,329031.5,797390.0,261969.0,498338.0,54541.0,557455.0,2895195.0,471787.0,3027751.0,82824.0,359635.0,4284172.0,4721647.0,646577.0,162519.0,394433.0,553585.0,31194.0,2831821.0,1998.0,110193.0,36626.0,120308.0,25177.0,1192268.0,438387.0,,638883.0,939147.0,219866.0,119563.0,826685.0
2017-01-01,334933.16667,814974.0,264503.0,507686.0,55862.0,575980.0,2954775.0,472523.0,3042396.0,85617.0,363990.0,4309942.0,4820283.0,649246.0,162955.0,390970.0,559151.0,31981.0,2902379.0,2005.0,113881.0,37452.0,121506.0,25796.0,1181893.0,444638.0,2296529.0,629804.0,928245.0,225427.0,123998.0,861086.0
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
