date,GDP_growth
2005-01-01,0.6582133063
2006-01-01,1.0
2007-01-01,0.8391140763
2008-01-01,0.5950195816
2009-01-01,0.3268031156
2010-01-01,0.2471068562
2011-01-01,0.0
2012-01-01,0.1239099841
2013-01-01,0.398450987
2014-01-01,0.6677253621
2015-01-01,0.5880759318
2016-01-01,0.6047741291
2017-01-01,0.7194890373
2018-01-01,0.748523436
