date,GDP_growth
2005-01-01,1.0
2006-01-01,0.9473037099
2007-01-01,0.8991355637
2008-01-01,0.534047943
2009-01-01,0.0
2010-01-01,0.8343723932
2011-01-01,0.779256766
2012-01-01,0.771014019
2013-01-01,0.8599480139
2014-01-01,0.9229553532
2015-01-01,0.8890341305
2016-01-01,0.8301494161
2017-01-01,0.8266384246
2018-01-01,0.7584593584
