date,GDP_growth
2005-01-01,0.9427031798
2006-01-01,1.0
2007-01-01,0.9366842439
2008-01-01,0.5912028126
2009-01-01,0.0
2010-01-01,0.4991434784
2011-01-01,0.3748886125
2012-01-01,0.1021859662
2013-01-01,0.2959381882
2014-01-01,0.6543563019
2015-01-01,0.9659857808
2016-01-01,0.8637895545
2017-01-01,0.8460506848
2018-01-01,0.7773038259
