date,GDP_growth
2005-01-01,0.3564378197
2006-01-01,0.3356325327
2007-01-01,0.344010561
2008-01-01,0.0198014144
2009-01-01,0.0
2010-01-01,0.2278040586
2011-01-01,0.1793101998
2012-01-01,0.1754173705
2013-01-01,0.2126479977
2014-01-01,0.450896611
2015-01-01,1.0
2016-01-01,0.2895675588
2017-01-01,0.4372931691
2018-01-01,0.4381057802
