year,clean_footprint,Renewable_energy_consumption_perc_of_total_final_energy_consumption,Renewable_internal_freshwater_resources_per_capita_in_cubic_meters,Current_account_balance_BoP_current_US_dol,Current_account_balance_perc_of_GDP,Exports_of_goods_and_services_perc_of_GDP,Foreign_direct_investment_net_inflows_perc_of_GDP,GDP_growth_annual_perc,GDP_PPP_current_international_dol,GNI_per_capita_PPP_current_international_dol,GNI_PPP_current_international_dol,Unemployment_total_perc_of_total_labor_force_national_estimate,corruption_perceptions_index,building_permits_annual,existing_lifts,new_lifts,Population_ages_65_and_above_perc_of_total_population,civil_liberties,Government_Effectiveness_Estimate,Political_Stability_And_Absence_Of_Violence_Terrorism_Estimate,political_rights,Regulatory_Quality_Estimate,Voice_And_Accountability_Estimate,GINI_index_World_Bank_estimate,Human_development_index,Primary_education_pupils,School_enrollment_primary_perc_gross,School_enrollment_secondary_perc_gross,School_enrollment_tertiary_perc_gross,Secondary_education_pupils,internet_users_for_authority_servicies,Research_and_development_expenditure_perc_of_GDP
2005-01-01,24.3312618248781,2.6195678630000003,4.66476895110957,593.4586118874099,-11181808084.8179,-9.89707407278972,62.642576040998705,4.24362576820351,17073.5514251442,16000.0,161419505675.344,7.188499927520749,50.0,281.29998779296875,32950.0,1000.0,15.6187372576291,1.0,0.7717035,1.00302,1.0,1.068541,1.175189,34.7,0.802,430561.0,98.16444,96.26466,64.99212,960215.0,48.03379821777344,0.92094
2006-01-01,16.161241914296802,2.50048245,5.3641286358707685,595.0621172839313,-8422271299.47517,-7.28713550814859,73.86891401524551,4.03101332134004,18342.715234363102,17240.0,173654404713.145,7.49389982223511,51.99999809265137,225.1000061035156,33760.0,1117.0,15.720132745233,1.0,0.8729004000000001,0.9865795,1.0,1.21221,1.015041,28.3,0.8109999999999999,415858.0,99.58309,96.09009,67.54415999999999,948856.0,37.54869842529297,0.98097
2007-01-01,50.463181256253904,2.180553386,6.14033259500628,596.6717648954129,-10209896208.3164,-7.29455446193962,77.94228003963529,0.242177777126912,19045.808413443898,17660.0,177609966438.237,7.40590000152588,53.00000190734863,237.1000061035156,34249.0,1558.0,15.838022758839701,1.0,0.7084755,0.747174,1.0,1.19106,1.041056,27.9,0.8140000000000001,399250.0,99.00732,96.16716,68.28498,937323.0,48.70920181274414,0.95674
2008-01-01,47.4955847375587,2.797627145,6.75518941278625,598.287554721855,-11125011068.8044,-7.0350762007580485,79.2756977025513,1.05829166884854,20696.7285678852,19330.0,194072486578.888,7.81699991226196,50.999999046325684,258.89999389648443,35288.0,1463.0,15.9524140983862,1.0,0.7073189999999999,0.7502059,1.0,1.195643,0.9657084,27.5,0.818,394246.0,100.64125,96.04281,66.48384,924414.0,46.81890106201172,0.9796
2009-01-01,-2.1352657145714,2.4431461430000003,8.39915478882437,599.9139388497312,-892033654.183193,-0.682189904993916,74.3996204739661,-6.69955472735322,20678.0683119944,19780.0,198206648653.355,10.0304002761841,50.999999046325684,161.10000610351562,36000.0,1250.0,16.0386041824243,1.0,0.6731957,0.5356741999999999,1.0,1.081764,0.909685,27.0,0.823,389510.0,101.07377,96.24977,64.60789,913392.0,49.61439895629883,1.13212
2010-01-01,-15.838785502742699,2.23879247,13.4560288300338,601.54202993408,341646259.646128,0.260529071173262,81.750413245871,0.664291824848817,21569.8900784948,20590.0,205914719887.432,11.1718997955322,46.99999809265137,100.0,36800.0,1000.0,16.0923990946243,1.0,0.6666696,0.6857837,1.0,1.016507,0.8942028000000001,29.4,0.826,387969.0,100.8563,97.08149,63.72239,904848.0,53.25299835205078,1.13945
2011-01-01,7.611791333197348,2.381729664,14.7429917419872,603.1762632333892,886554259.9495789,0.6282736288454,86.5856413001741,1.81907995776281,22894.347639394902,21790.0,217312698268.97894,11.0291004180908,45.55448055267334,51.4000015258789,37300.0,800.0,16.3513270437201,2.0,0.6749275,0.7432541,1.0,1.032593,0.8369731,29.2,0.823,387262.0,100.0155,96.79927,62.59323000000001,882609.0,54.11970138549805,1.18897
2012-01-01,8.43981018072622,2.178939382,16.465204618958097,604.816638747659,1989672606.8815,1.55256752949537,86.3220792618396,-1.47178885108306,23148.127881382203,22180.0,219987870432.76105,11.0030002593994,55.0,41.900001525878906,37300.0,590.0,16.582356398662697,2.0,0.6288418,0.6757948,1.0,0.9879707,0.7493677,30.8,0.826,384834.0,99.69793,98.06066,61.46318,864391.0,58.64410018920898,1.26362
2013-01-01,-2.64871554492648,2.424600995,17.196388709033197,606.4676759214115,4665997538.15975,3.44585358652168,85.5844507720237,1.96298404862907,24498.1791614004,23800.0,235501990439.515,10.1765003204346,54.0,30.60000038146973,36430.0,654.0,16.8192490423201,2.0,0.6549682,0.7966460999999999,1.0,0.9061847,0.7371929,31.5,0.835,385235.0,99.98496,104.7153,57.06502,890759.0,50.15790176391602,1.3889
2014-01-01,9.29156048214399,2.684294038,15.674549820919196,608.1203526935881,1604607987.0994198,1.14159208917363,87.4179243002308,4.1950824094781,25604.9882089604,24500.0,241704812304.023,7.725299835205081,54.0,45.79999923706055,36950.0,601.3333333333334,17.1076648617016,2.0,0.5334437,0.6699048000000001,2.0,0.7519903,0.5532663000000001,30.9,0.833,392812.0,101.8569,104.1899,52.01587,857807.0,63.333900451660156,1.35339
