year,clean_footprint,Renewable_energy_consumption_perc_of_total_final_energy_consumption,Renewable_internal_freshwater_resources_per_capita_in_cubic_meters,Current_account_balance_BoP_current_US_dol,Current_account_balance_perc_of_GDP,Exports_of_goods_and_services_perc_of_GDP,Foreign_direct_investment_net_inflows_perc_of_GDP,GDP_growth_annual_perc,GDP_PPP_current_international_dol,GNI_per_capita_PPP_current_international_dol,GNI_PPP_current_international_dol,Unemployment_total_perc_of_total_labor_force_national_estimate,corruption_perceptions_index,building_permits_annual,existing_lifts,new_lifts,Population_ages_65_and_above_perc_of_total_population,civil_liberties,Government_Effectiveness_Estimate,Political_Stability_And_Absence_Of_Violence_Terrorism_Estimate,political_rights,Regulatory_Quality_Estimate,Voice_And_Accountability_Estimate,GINI_index_World_Bank_estimate,Human_development_index,Primary_education_pupils,School_enrollment_primary_perc_gross,School_enrollment_secondary_perc_gross,School_enrollment_tertiary_perc_gross,Secondary_education_pupils,internet_users_for_authority_servicies,Research_and_development_expenditure_perc_of_GDP
2005-01-01,8.730432334370759,0.948974071,2.46693552312784,1158.6268697426121,7700999844.664909,1.9972977390790805,74.28282892139529,2.32173738004792,33177.8909458158,33590.0,352001708926.33704,8.44019985198975,74.00000095367432,120.4000015258789,77000.0,2722.0,17.291056336439,1.0,1.711561,0.7958109,1.0,1.272992,1.420762,29.3,0.889,738580.0,100.46234,159.89013,61.08548,1200324.0,31.694599151611328,1.7823099999999998
2006-01-01,14.419942628684401,0.926107419,2.82662388741233,1143.2875425411985,7553988245.752509,1.85183953655122,76.8049970552189,2.5523537669501297,35222.6051497546,35730.0,376869593236.568,8.24590015411377,73.00000190734862,131.69999694824222,77500.0,2678.0,17.3149802603236,1.0,1.7471009999999998,0.8576541999999999,1.0,1.330316,1.342394,28.1,0.8959999999999999,732808.0,100.73419,161.01921000000004,61.65359,1218946.0,48.7869987487793,1.81426
2007-01-01,20.528738142323,0.933294457,3.32908124864994,1129.33736130326,7043546782.48605,1.49759378174027,78.3018047028263,3.676918240852431,36755.6563289744,37270.0,395987261074.1021,7.45790004730225,70.99999904632568,115.0,78000.0,2934.0,17.2950927556272,1.0,1.60886,0.7574291999999999,1.0,1.419906,1.360771,29.2,0.899,732411.0,101.53422,159.51426999999995,61.20013,1220793.0,34.54230117797852,1.84413
2008-01-01,36.953251497725894,0.928618756,3.9117502967418702,1116.7763260287966,-4300219760.99251,-0.83463187503311,80.8806199752035,0.446916545344948,37883.3319417819,38800.0,415597849908.875,6.975599765777591,73.00000190734862,109.4000015258789,78300.0,2891.0,17.262499074568698,1.0,1.389756,0.6212433,1.0,1.40555,1.3249879999999998,28.4,0.899,733052.0,102.15756,158.74341,62.08624,1221848.0,36.82149887084961,1.92413
2009-01-01,16.0704608746845,0.96500986,4.83345935359174,1105.5757369550975,8777353551.119629,1.82350218721236,68.83400370822761,-2.0207258163550703,37757.2820887917,38460.0,415226929118.109,7.90759992599487,70.99999904632568,91.8000030517578,85000.0,2711.0,17.2651506361914,1.0,1.571342,0.819909,1.0,1.312602,1.346693,28.5,0.899,731603.0,102.12756,156.63837,65.26769,1206211.0,53.308799743652344,1.98537
2010-01-01,26.092414949357,0.955351867,5.83739147556669,1095.7967994869362,7337927601.44296,1.52571010294274,75.85006447924641,2.8642853268439703,39836.8977087435,40450.0,440708358085.148,8.29249954223633,70.99999904632568,100.0,87711.0,2996.0,17.334027258535,1.0,1.575026,0.8106462,1.0,1.28502,1.360687,28.4,0.903,731761.0,101.9242,156.8615,67.82901,1202775.0,57.12379837036133,2.05081
2011-01-01,31.306951916507,0.914263523,6.632065148383019,1087.4070079822504,-10168977415.4153,-1.94567389218221,80.69736291246221,1.6944974461076798,40942.372710454,41010.0,452655752838.9461,7.139599800109861,74.87431049346924,89.0999984741211,88000.0,3385.0,17.4337627349848,1.0,1.6563560000000002,0.9545354,1.0,1.241629,1.325163,28.1,0.904,736062.0,101.9468,156.6332,69.84253000000001,1190846.0,57.20130157470703,2.15533
2012-01-01,2.38023345027808,0.900607177,7.7587290658701695,1080.40636244104,-413616611.594275,-0.0833599824747424,80.4044905064987,0.7392299050816579,42290.7620520019,43270.0,480620383220.801,7.541699886322019,75.0,94.5999984741211,90000.0,3507.0,17.5930177446682,1.0,1.602476,0.9235997,1.0,1.22858,1.349422,27.5,0.905,744331.0,102.2561,157.7948,71.19202,1191573.0,60.83649826049805,2.27334
2013-01-01,-5.682227348616,0.905390614,8.12943452255499,1074.781397045068,5078944279.8718,0.973644247219537,79.3243484015476,0.459228050116039,43671.11959259,44750.0,499349513623.745,8.42529964447021,75.0,107.0,92500.0,3924.0,17.7871651349752,1.0,1.607339,0.9400827,1.0,1.291454,1.373046,27.7,0.9079999999999999,752567.0,103.822,160.9192,72.11549000000002,1206574.0,59.74879837036133,2.33393
2014-01-01,-2.84393021622138,0.932161882,9.07399509752252,1070.56284931016,4041465918.7495694,0.755869017538414,79.80100907362298,1.5785232295244802,44929.685593416,45870.0,514186705056.397,8.52270030975342,76.0,124.3000030517578,95845.0,4483.529411764705,17.977172023283398,1.0,1.381594,0.7012694,1.0,1.157765,1.366339,28.1,0.91,760880.0,103.6481,162.2993,72.9974,1210112.0,63.916099548339844,2.38746
